mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
-1000,2515111,145.061879,145.061866,-0.013,-0.092,C5 H9 N2 O3,5,9,2,3,0,10,2,0.6,14,2,0.092,61527170297,4.08781E-05,360.8341791,-1,-1,2,0.4,0.100111375,145,1.064429837,144,0.023227311,145,0.107983131,145,0.095406122,145
308.32,3146413,145.087001,145.087018,0.017,0.119,C7 H13 O3,7,13,0,3,0,14,2,0.428571429,16,0,0.119,61527170297,5.11386E-05,360.8341791,-2,-0.090909091,1,-1.142857143,0.07498746,145,1.039473123,144,0.001909935,145,0.133143127,145,0.120563938,145
-1000,3605149,146.02476,146.024752,-0.008,-0.055,C8 H4 N O2,8,4,1,2,0,5,0.625,0.25,19,1,0.055,61527170297,5.85944E-05,360.8341791,5,0.833333333,7,0.25,0.138300543,146,1.109019919,145,0.06090614,146,0.071175245,146,0.058514753,146
-1000,5730481,147.045146,147.045153,0.007,0.045,C9 H7 O2,9,7,0,2,0,8,0.888888889,0.222222222,20,0,0.045,61527170297,9.31374E-05,360.8341791,4,0.625,6,-0.444444444,0.119038931,147,1.096541562,146,0.041103708,147,0.091900645,147,0.079151683,147
-1000,2328247,147.066237,147.066282,0.045,0.306,C6 H11 O4,6,11,0,4,0,12,2,0.666666667,14,0,0.306,61527170297,3.7841E-05,360.8341791,-3,-0.25,1,-0.666666667,0.097933524,147,1.075576613,146,0.019987102,147,0.113036362,147,0.100285568,147
416.97,2101995,148.991508,148.991403,-0.104,-0.699,C4 H5 O4 S,4,5,0,4,1,6,1.5,1,10,1,0.699,61527170297,3.41637E-05,360.8341791,-2,-1,2,1,0.174962132,149,1.165402724,148,0.095995378,149,0.038769384,149,0.02585168,149
11.45,122299264,151.040079,151.040068,-0.011,-0.074,C8 H7 O3,8,7,0,3,0,8,1,0.375,18,0,0.074,61527170297,0.001987728,360.8341791,2,0.538461538,5,-0.25,0.128584689,151,1.13264406,150,0.048532125,151,0.088085682,151,0.074990357,151
516.61,2105298,152.021341,152.021398,0.056,0.371,C4 H2 N5 O2,4,2,5,2,0,3,0.75,0.5,15,5,0.371,61527170297,3.42174E-05,360.8341791,4,0,6,4,0.148350451,152,1.158933347,151,0.067777774,152,0.06972766,152,0.056547253,152
-1000,5535800,153.019328,153.019332,0.004,0.025,C7 H5 O4,7,5,0,4,0,6,0.857142857,0.571428571,16,0,0.025,61527170297,8.99733E-05,360.8341791,1,0.6,5,0.285714286,0.151530753,153,1.16874755,152,0.070429162,153,0.067978917,153,0.054711988,153
578.88,2016850,153.092109,153.092103,-0.006,-0.04,C9 H13 O2,9,13,0,2,0,14,1.555555556,0.222222222,20,0,0.04,61527170297,3.27798E-05,360.8341791,1,0.25,3,-1.111111111,0.07884101,153,1.096541562,152,0.002299151,153,0.140773052,153,0.127499814,153
384.13,2425389,155.975956,155.976088,0.132,0.847,C5 H2 N O3 S,5,2,1,3,1,3,0.6,0.6,13,2,0.847,61527170297,3.94198E-05,360.8341791,2,1,5,1.6,0.198076293,156,1.234948528,155,0.115407595,156,0.02567491,156,0.012151627,156
-1000,2120177,155.987293,155.987321,0.028,0.182,C4 H2 N3 O2 S,4,2,3,2,1,3,0.75,0.5,13,4,0.182,61527170297,3.44592E-05,360.8341791,3,0,5,3,0.186855836,156,1.223802744,155,0.104181185,156,0.036911481,156,0.023387224,156
241.55,5046889,157.050623,157.050632,0.009,0.057,C7 H9 O4,7,9,0,4,0,10,1.428571429,0.571428571,16,0,0.057,61527170297,8.2027E-05,360.8341791,-1,0.2,3,-0.285714286,0.124732139,157,1.16874755,156,0.041493923,157,0.100560522,157,0.086944075,157
-1000,5970466,158.082258,158.082267,0.009,0.057,C7 H12 N O3,7,12,1,3,0,13,1.857142857,0.428571429,17,1,0.057,61527170297,9.70379E-05,360.8341791,-1,-0.111111111,2,-0.571428571,0.094249072,158,1.145122417,157,0.01046408,158,0.132523493,158,0.118817602,158
-1000,2420546,159.029869,159.029897,0.028,0.177,C6 H7 O5,6,7,0,5,0,8,1.333333333,0.833333333,14,0,0.177,61527170297,3.93411E-05,360.8341791,-2,0.142857143,3,0.333333333,0.147677204,159,1.204850048,158,0.06338996,159,0.080454757,159,0.066666706,159
-1000,8779731,159.066276,159.066282,0.006,0.039,C7 H11 O4,7,11,0,4,0,12,1.714285714,0.571428571,16,0,0.039,61527170297,0.000142697,360.8341791,-2,0,2,-0.571428571,0.111332832,159,1.16874755,158,0.027026304,159,0.116851324,159,0.103060119,159
191.32,5983203,159.102664,159.102668,0.004,0.025,C8 H15 O3,8,15,0,3,0,16,2,0.375,18,0,0.025,61527170297,9.72449E-05,360.8341791,-2,-0.076923077,1,-1.25,0.07498746,159,1.13264406,158,0.009338352,159,0.153248892,159,0.139454532,159
131.79,10521996,160.040397,160.040402,0.005,0.029,C9 H6 N O2,9,6,1,2,0,7,0.777777778,0.222222222,21,1,0.029,61527170297,0.000171014,360.8341791,5,0.714285714,7,0,0.138300543,160,1.202190857,159,0.053477723,160,0.09128101,160,0.077405347,160
-1000,2013261,161.006659,161.00666,0.001,0.005,C9 H5 O S,9,5,0,1,1,6,0.666666667,0.111111111,20,1,0.005,61527170297,3.27215E-05,360.8341791,6,0.733333333,7,-0.222222222,0.173121475,161,1.24343512,160,0.08778653,161,0.057846197,161,0.043886758,161
-1000,3425632,161.045562,161.045547,-0.015,-0.095,C6 H9 O5,6,9,0,5,0,10,1.666666667,0.833333333,14,0,0.095,61527170297,5.56767E-05,360.8341791,-3,-0.142857143,2,0,0.134277896,161,1.204850048,160,0.048922341,161,0.096745559,161,0.08278275,161
525.95,2072945,161.081946,161.081932,-0.014,-0.086,C7 H13 O4,7,13,0,4,0,14,2,0.571428571,16,0,0.086,61527170297,3.36915E-05,360.8341791,-3,-0.2,1,-0.857142857,0.097933524,161,1.16874755,160,0.012558684,161,0.133142127,161,0.119176162,161
-1000,6087985,162.019669,162.019667,-0.002,-0.013,C8 H4 N O3,8,4,1,3,0,5,0.625,0.375,19,1,0.013,61527170297,9.89479E-05,360.8341791,4,0.818181818,7,0.5,0.161245608,162,1.238293355,161,0.07537376,162,0.071175245,162,0.057127978,162
-1000,2617155,162.056021,162.056052,0.032,0.195,C9 H8 N O2,9,8,1,2,0,9,1,0.222222222,21,1,0.195,61527170297,4.25366E-05,360.8341791,4,0.571428571,6,-0.222222222,0.124901235,162,1.202190857,161,0.039010103,162,0.107571813,162,0.093521391,162
-1000,8528677,163.040068,163.040068,-0.001,-0.003,C9 H7 O3,9,7,0,3,0,8,0.888888889,0.333333333,20,0,0.003,61527170297,0.000138616,360.8341791,3,0.6,6,-0.222222222,0.141983996,163,1.225814998,162,0.055571327,163,0.091900645,163,0.077764908,163
-1000,4379447,163.076465,163.076453,-0.012,-0.075,C10 H11 O2,10,11,0,2,0,12,1.2,0.2,22,0,0.075,61527170297,7.11791E-05,360.8341791,3,0.444444444,5,-0.8,0.105639624,163,1.1897125,162,0.019207671,163,0.128297212,163,0.114158321,163
164.08,7892249,164.035331,164.035317,-0.015,-0.09,C8 H6 N O3,8,6,1,3,0,7,0.875,0.375,19,1,0.09,61527170297,0.000128273,360.8341791,3,0.636363636,6,0.25,0.1478463,164,1.238293355,163,0.06090614,164,0.087466048,164,0.073244022,164
4.87,47012624,165.019333,165.019332,-0.001,-0.004,C8 H5 O4,8,5,0,4,0,6,0.75,0.5,18,0,0.004,61527170297,0.000764095,360.8341791,2,0.666666667,6,0.25,0.16493006,165,1.261918488,164,0.077468364,165,0.071793879,165,0.057486539,165
4.74,556710720,165.055716,165.055718,0.001,0.008,C9 H9 O3,9,9,0,3,0,10,1.111111111,0.333333333,20,0,0.008,61527170297,0.009048209,360.8341791,2,0.466666667,5,-0.444444444,0.128584689,165,1.225814998,164,0.041103708,165,0.108191447,165,0.093880951,165
16.76,68066104,165.0921,165.092103,0.003,0.02,C10 H13 O2,10,13,0,2,0,14,1.4,0.2,22,0,0.02,61527170297,0.001106277,360.8341791,2,0.333333333,4,-1,0.092240317,165,1.1897125,164,0.004740051,165,0.144588014,165,0.130274364,165
-1000,1972803,166.087252,166.087352,0.1,0.604,C9 H12 N O2,9,12,1,2,0,13,1.444444444,0.222222222,21,1,0.604,61527170297,3.20639E-05,360.8341791,2,0.285714286,4,-0.666666667,0.098102621,166,1.202190857,165,0.010074864,166,0.140153418,166,0.125753478,166
85.48,8903489,167.034982,167.034982,0.001,0.004,C8 H7 O4,8,7,0,4,0,8,1,0.5,18,0,0.004,61527170297,0.000144708,360.8341791,1,0.5,5,0,0.151530753,167,1.261918488,166,0.063000744,167,0.088084682,167,0.073602582,167
520.11,2235772,167.144163,167.144139,-0.024,-0.145,C11 H19 O,11,19,0,1,0,20,1.818181818,0.090909091,24,0,0.145,61527170297,3.6338E-05,360.8341791,1,0.142857143,2,-1.636363636,0.042495639,167,1.15360901,166,0.046092224,167,0.197276384,167,0.182784821,167
-1000,2926946,168.030227,168.030231,0.005,0.027,C7 H6 N O4,7,6,1,4,0,7,1,0.571428571,17,1,0.027,61527170297,4.75716E-05,360.8341791,1,0.5,5,0.571428571,0.157393057,168,1.274396845,167,0.068335557,168,0.083650085,168,0.069081696,168
-1000,2126849,169.000361,169.000328,-0.033,-0.198,C4 H N4 O4,4,1,4,4,0,2,0.5,1,14,4,0.198,61527170297,3.45676E-05,360.8341791,2,0,6,4.5,0.188379276,169,1.311831915,168,0.098807617,169,0.054055492,169,0.039402995,169
-1000,2535305,169.014232,169.014247,0.015,0.09,C7 H5 O5,7,5,0,5,0,6,0.857142857,0.714285714,16,0,0.09,61527170297,4.12063E-05,360.8341791,0,0.555555556,5,0.571428571,0.174475818,169,1.298020986,168,0.084896781,169,0.067978917,169,0.053325213,169
-1000,2902941,169.05064,169.050632,-0.008,-0.045,C8 H9 O4,8,9,0,4,0,10,1.25,0.5,18,0,0.045,61527170297,4.71814E-05,360.8341791,0,0.333333333,4,-0.25,0.138131446,169,1.261918488,168,0.048533125,169,0.104375484,169,0.089718626,169
-1000,3215794,169.087014,169.087018,0.004,0.026,C9 H13 O3,9,13,0,3,0,14,1.555555556,0.333333333,20,0,0.026,61527170297,5.22662E-05,360.8341791,0,0.2,3,-0.888888889,0.101786075,169,1.225814998,168,0.012168469,169,0.140773052,169,0.126113039,169
418.77,1972177,170.039272,170.039357,0.085,0.499,C6 H8 N3 O S,6,8,3,1,1,9,1.5,0.166666667,17,4,0.499,61527170297,3.20538E-05,360.8341791,3,-0.333333333,4,0.666666667,0.150510465,170,1.280870191,169,0.060388111,170,0.093414813,170,0.078672231,170
127.32,7151654,171.066277,171.066282,0.005,0.03,C8 H11 O4,8,11,0,4,0,12,1.5,0.5,18,0,0.03,61527170297,0.000116236,360.8341791,-1,0.166666667,3,-0.5,0.124732139,171,1.261918488,170,0.034065505,171,0.120666287,171,0.105834669,171
282.66,3416123,171.10266,171.102668,0.008,0.045,C9 H15 O3,9,15,0,3,0,16,1.777777778,0.333333333,20,0,0.045,61527170297,5.55222E-05,360.8341791,-1,0.066666667,2,-1.111111111,0.088386768,171,1.225814998,170,0.002299151,171,0.157063854,171,0.142229082,171
665.41,2099046,172.040395,172.040402,0.007,0.042,C10 H6 N O2,10,6,1,2,0,7,0.7,0.2,23,1,0.042,61527170297,3.41158E-05,360.8341791,6,0.75,8,0,0.15169985,172,1.295361794,171,0.060516924,172,0.095095973,172,0.080179898,172
-1000,14244488,172.097922,172.097917,-0.005,-0.028,C8 H14 N O3,8,14,1,3,0,15,1.875,0.375,19,1,0.028,61527170297,0.000231515,360.8341791,-1,-0.090909091,2,-0.75,0.094249072,172,1.238293355,171,0.003035663,172,0.152629257,172,0.137708196,172
401.6,2047928,173.027808,173.027789,-0.019,-0.109,C7 H9 O3 S,7,9,0,3,1,10,1.428571429,0.428571429,16,1,0.109,61527170297,3.32849E-05,360.8341791,0,0.111111111,3,-0.285714286,0.165415375,173,1.315641108,172,0.073709126,173,0.082796876,173,0.067795194,173
327.07,3263683,173.045551,173.045547,-0.004,-0.021,C7 H9 O5,7,9,0,5,0,10,1.428571429,0.714285714,16,0,0.021,61527170297,5.30446E-05,360.8341791,-2,0.111111111,3,0,0.147677204,173,1.298020986,172,0.055961543,173,0.100560522,173,0.0855573,173
30.91,40180952,173.08193,173.081932,0.003,0.016,C8 H13 O4,8,13,0,4,0,14,1.75,0.5,18,0,0.016,61527170297,0.00065306,360.8341791,-2,0,2,-0.75,0.111332832,173,1.261918488,172,0.019597886,173,0.136957089,173,0.121950713,173
-1000,3792623,173.118317,173.118318,0.001,0.006,C9 H17 O3,9,17,0,3,0,18,2,0.333333333,20,0,0.006,61527170297,6.16414E-05,360.8341791,-2,-0.066666667,1,-1.333333333,0.07498746,173,1.225814998,172,0.01676677,173,0.173354657,173,0.158345126,173
35.36,121163568,174.056053,174.056052,-0.001,-0.006,C10 H8 N O2,10,8,1,2,0,9,0.9,0.2,23,1,0.006,61527170297,0.001969269,360.8341791,5,0.625,7,-0.2,0.138300543,174,1.295361794,173,0.046049305,174,0.111386775,174,0.096295942,174
-1000,2093626,174.077133,174.077181,0.048,0.276,C7 H12 N O4,7,12,1,4,0,13,1.857142857,0.571428571,17,1,0.276,61527170297,3.40277E-05,360.8341791,-2,-0.25,2,-0.285714286,0.117195135,174,1.274396845,173,0.024932699,174,0.132522492,174,0.117429827,174
517.21,2000785,175.040087,175.040068,-0.019,-0.111,C10 H7 O3,10,7,0,3,0,8,0.8,0.3,22,0,0.111,61527170297,3.25187E-05,360.8341791,4,0.647058824,7,-0.2,0.155383304,175,1.318985935,174,0.062610529,175,0.095715607,175,0.080539458,175
5.93,104632736,175.061194,175.061197,0.003,0.018,C7 H11 O5,7,11,0,5,0,12,1.714285714,0.714285714,16,0,0.018,61527170297,0.001700594,360.8341791,-3,-0.111111111,2,-0.285714286,0.134277896,175,1.298020986,174,0.041493923,175,0.116851324,175,0.101673344,175
503.38,2363311,175.087548,175.087687,0.138,0.791,C10 H11 N2 O,10,11,2,1,0,12,1.2,0.1,24,2,0.791,61527170297,3.84109E-05,360.8341791,5,0.466666667,6,-0.4,0.107817475,175,1.271736661,174,0.015019462,175,0.143349746,175,0.128169468,175
-1000,5423541,175.097562,175.097583,0.02,0.116,C8 H15 O4,8,15,0,4,0,16,2,0.5,18,0,0.116,61527170297,8.81487E-05,360.8341791,-3,-0.166666667,1,-1,0.097932525,175,1.261917496,174,0.005129267,175,0.153248892,175,0.138067757,175
296.7,3517960,176.038677,176.038688,0.011,0.063,C6 H10 N O3 S,6,10,1,3,1,11,1.833333333,0.5,15,2,0.063,61527170297,5.71773E-05,360.8341791,-1,-0.6,2,0,0.157878372,176,1.328119465,175,0.06457632,176,0.094653082,176,0.079390352,176
446.35,2065790,177.02269,177.022704,0.014,0.078,C6 H9 O4 S,6,9,0,4,1,10,1.666666667,0.666666667,14,1,0.078,61527170297,3.35752E-05,360.8341791,-2,-0.333333333,2,0,0.174961133,177,1.351743606,176,0.081137543,177,0.078981914,177,0.063633869,177
125.19,9934484,177.055716,177.055718,0.002,0.01,C10 H9 O3,10,9,0,3,0,10,1,0.3,22,0,0.01,61527170297,0.000161465,360.8341791,3,0.529411765,6,-0.4,0.141983996,177,1.318985935,176,0.048142909,177,0.11200641,177,0.096655502,177
574.11,2210710,177.059118,177.059089,-0.029,-0.164,C7 H13 O3 S,7,13,0,3,1,14,2,0.428571429,16,1,0.164,61527170297,3.59306E-05,360.8341791,-2,-0.333333333,1,-0.857142857,0.138616761,177,1.315641108,176,0.044773887,177,0.115378481,177,0.100027281,177
-1000,4250283,177.092125,177.092103,-0.022,-0.124,C11 H13 O2,11,13,0,2,0,14,1.272727273,0.181818182,24,0,0.124,61527170297,6.90798E-05,360.8341791,3,0.4,5,-0.909090909,0.105639624,177,1.282883437,176,0.011779253,177,0.148402977,177,0.133048915,177
507.59,2703631,178.033137,178.033209,0.072,0.403,C9 H8 N O S,9,8,1,1,1,9,1,0.111111111,21,2,0.403,61527170297,4.39421E-05,360.8341791,5,0.538461538,6,-0.222222222,0.165584472,178,1.349084414,177,0.071225306,178,0.089808167,178,0.07437251,178
-1000,1963291,178.050975,178.050967,-0.008,-0.047,C9 H8 N O3,9,8,1,3,0,9,1,0.333333333,21,1,0.047,61527170297,3.19093E-05,360.8341791,3,0.538461538,6,0,0.1478463,178,1.331464292,177,0.053477723,178,0.107571813,178,0.092134616,178
-1000,3445043,178.087358,178.087352,-0.006,-0.031,C10 H12 N O2,10,12,1,2,0,13,1.3,0.2,23,1,0.031,61527170297,5.59922E-05,360.8341791,3,0.375,5,-0.6,0.111501928,178,1.295361794,177,0.017114066,178,0.14396838,178,0.128528029,178
19.59,15639460,179.034986,179.034982,-0.004,-0.02,C9 H7 O4,9,7,0,4,0,8,0.888888889,0.444444444,20,0,0.02,61527170297,0.000254188,360.8341791,2,0.571428571,6,0,0.16493006,179,1.355089425,178,0.070039946,179,0.091899644,179,0.076377133,179
18.05,49839036,179.071364,179.071368,0.004,0.021,C10 H11 O3,10,11,0,3,0,12,1.2,0.3,22,0,0.021,61527170297,0.000810033,360.8341791,2,0.411764706,5,-0.6,0.128584689,179,1.318985935,178,0.03367529,179,0.128297212,179,0.112771545,179
412.33,3452477,180.030188,180.030231,0.043,0.241,C8 H6 N O4,8,6,1,4,0,7,0.875,0.5,19,1,0.241,61527170297,5.6113E-05,360.8341791,2,0.6,6,0.5,0.170792364,180,1.367567782,179,0.075374759,180,0.087465047,180,0.071856247,180
-1000,2402645,180.066588,180.066617,0.028,0.158,C9 H10 N O3,9,10,1,3,0,11,1.222222222,0.333333333,21,1,0.158,61527170297,3.90501E-05,360.8341791,2,0.384615385,5,-0.222222222,0.134446993,180,1.331464292,179,0.039010103,180,0.123862615,180,0.108250659,180
-1000,4879575,181.014234,181.014247,0.013,0.073,C8 H5 O5,8,5,0,5,0,6,0.75,0.625,18,0,0.073,61527170297,7.93076E-05,360.8341791,1,0.636363636,6,0.5,0.187875125,181,1.391191923,180,0.091935983,181,0.071793879,181,0.056099763,181
23.47,42713328,181.050628,181.050632,0.004,0.025,C9 H9 O4,9,9,0,4,0,10,1.111111111,0.444444444,20,0,0.025,61527170297,0.000694219,360.8341791,1,0.428571429,5,-0.222222222,0.151530753,181,1.355089425,180,0.055572327,181,0.108190447,181,0.092493176,181
-1000,3321609,181.087009,181.087018,0.009,0.05,C10 H13 O3,10,13,0,3,0,14,1.4,0.3,22,0,0.05,61527170297,5.39861E-05,360.8341791,1,0.294117647,4,-0.8,0.115185382,181,1.318985935,180,0.019207671,181,0.144588014,181,0.128887589,181
-1000,5335963,182.045877,182.045881,0.004,0.024,C8 H8 N O4,8,8,1,4,0,9,1.125,0.5,19,1,0.024,61527170297,8.67253E-05,360.8341791,1,0.4,5,0.25,0.157393057,182,1.367567782,181,0.06090714,182,0.10375585,182,0.08797229,182
-1000,3744825,183.012147,183.012139,-0.008,-0.045,C8 H7 O3 S,8,7,0,3,1,8,1,0.375,18,1,0.045,61527170297,6.08646E-05,360.8341791,2,0.454545455,5,0,0.192213989,183,1.408812046,182,0.095215947,183,0.070321036,183,0.054453701,183
-1000,4186693,183.029902,183.029897,-0.005,-0.027,C8 H7 O5,8,7,0,5,0,8,1,0.625,18,0,0.027,61527170297,6.80462E-05,360.8341791,0,0.454545455,5,0.25,0.174475818,183,1.391191923,182,0.077468364,183,0.088084682,183,0.072215807,183
-1000,4821599,183.066257,183.066282,0.026,0.14,C9 H11 O4,9,11,0,4,0,12,1.333333333,0.444444444,20,0,0.14,61527170297,7.83654E-05,360.8341791,0,0.285714286,4,-0.444444444,0.138131446,183,1.355089425,182,0.041104707,183,0.124481249,183,0.10860922,183
-1000,3277432,183.102672,183.102668,-0.004,-0.02,C10 H15 O3,10,15,0,3,0,16,1.6,0.3,22,0,0.02,61527170297,5.3268E-05,360.8341791,0,0.176470588,3,-1,0.101786075,183,1.318985935,182,0.004740051,183,0.160878817,183,0.145003633,183
-1000,2627217,183.139047,183.139053,0.006,0.033,C11 H19 O2,11,19,0,2,0,20,1.818181818,0.181818182,24,0,0.033,61527170297,4.27001E-05,360.8341791,0,0.1,2,-1.454545455,0.065441703,183,1.282883437,182,0.031623605,183,0.197275384,183,0.181397045,183
-1000,2377715,184.007372,184.007388,0.015,0.084,C7 H6 N O3 S,7,6,1,3,1,7,1,0.428571429,17,2,0.084,61527170297,3.8645E-05,360.8341791,2,0.428571429,5,0.571428571,0.198076293,184,1.421290403,183,0.10055076,184,0.06588644,184,0.049932815,184
-1000,5036314,184.061526,184.061531,0.005,0.027,C8 H10 N O4,8,10,1,4,0,11,1.375,0.5,19,1,0.027,61527170297,8.18551E-05,360.8341791,0,0.2,4,0,0.14399375,184,1.367567782,183,0.04643952,184,0.120046652,184,0.104088334,184
-1000,2254899,184.097907,184.097917,0.01,0.055,C9 H14 N O3,9,14,1,3,0,15,1.666666667,0.333333333,21,1,0.055,61527170297,3.66488E-05,360.8341791,0,0.076923077,3,-0.666666667,0.107648379,184,1.331464292,183,0.010074864,184,0.15644422,184,0.140482747,184
552.14,2042824,185.02781,185.027789,-0.021,-0.116,C8 H9 O3 S,8,9,0,3,1,10,1.25,0.375,18,1,0.116,61527170297,3.3202E-05,360.8341791,1,0.272727273,4,-0.25,0.178814682,185,1.408812046,184,0.080748327,185,0.086611839,185,0.070569745,185
389.15,4166612,185.045533,185.045547,0.014,0.074,C8 H9 O5,8,9,0,5,0,10,1.25,0.625,18,0,0.074,61527170297,6.77199E-05,360.8341791,-1,0.272727273,4,0,0.161076511,185,1.391191923,184,0.063000744,185,0.104375484,185,0.088331851,185
-1000,9739246,185.081928,185.081932,0.004,0.024,C9 H13 O4,9,13,0,4,0,14,1.555555556,0.444444444,20,0,0.024,61527170297,0.000158292,360.8341791,-1,0.142857143,3,-0.666666667,0.124732139,185,1.355089425,184,0.026637088,185,0.140772052,185,0.124725263,185
-1000,8345609,185.11832,185.118318,-0.002,-0.009,C10 H17 O3,10,17,0,3,0,18,1.8,0.3,22,0,0.009,61527170297,0.000135641,360.8341791,-1,0.058823529,2,-1.2,0.088386768,185,1.318985935,184,0.009727568,185,0.177169619,185,0.161119676,185
515.96,3218578,186.022995,186.023038,0.043,0.229,C7 H8 N O3 S,7,8,1,3,1,9,1.285714286,0.428571429,17,2,0.229,61527170297,5.23115E-05,360.8341791,1,0.142857143,4,0.285714286,0.184676986,186,1.421290403,185,0.086083141,186,0.082177242,186,0.066048859,186
436.36,2990751,186.040814,186.040796,-0.018,-0.095,C7 H8 N O5,7,8,1,5,0,9,1.285714286,0.714285714,17,1,0.095,61527170297,4.86086E-05,360.8341791,-1,0.142857143,4,0.571428571,0.166938815,186,1.40367028,185,0.068335557,186,0.099940887,186,0.083810965,186
731.74,2406570,186.0562,186.056052,-0.148,-0.797,C11 H8 N O2,11,8,1,2,0,9,0.818181818,0.181818182,25,1,0.797,61527170297,3.91139E-05,360.8341791,6,0.666666667,8,-0.181818182,0.15169985,186,1.388532731,185,0.053088507,186,0.115201738,186,0.099070492,186
-1000,3068089,186.077206,186.077181,-0.025,-0.134,C8 H12 N O4,8,12,1,4,0,13,1.625,0.5,19,1,0.134,61527170297,4.98656E-05,360.8341791,-1,0,3,-0.25,0.130594443,186,1.367567782,185,0.031971901,186,0.136337455,186,0.120204377,186
67.57,11845331,186.11356,186.113567,0.006,0.035,C9 H16 N O3,9,16,1,3,0,17,1.888888889,0.333333333,21,1,0.035,61527170297,0.000192522,360.8341791,-1,-0.076923077,2,-0.888888889,0.094249072,186,1.331464292,185,0.004392755,186,0.172735022,186,0.15659879,186
446.64,4794716,187.007061,187.007053,-0.008,-0.042,C7 H7 O4 S,7,7,0,4,1,8,1.142857143,0.571428571,16,1,0.042,61527170297,7.79284E-05,360.8341791,0,0.25,4,0.285714286,0.201760746,187,1.444915536,186,0.102645364,187,0.066505074,187,0.050291375,187
-1000,2835817,187.024811,187.024812,0.001,0.005,C7 H7 O6,7,7,0,6,0,8,1.142857143,0.857142857,16,0,0.005,61527170297,4.60905E-05,360.8341791,-2,0.25,4,0.571428571,0.184021576,187,1.427294421,186,0.084896781,187,0.084269719,187,0.068054481,187
587.23,1980284,187.051358,187.051301,-0.057,-0.307,C10 H7 N2 O2,10,7,2,2,0,8,0.8,0.2,24,2,0.307,61527170297,3.21855E-05,360.8341791,6,0.714285714,8,0.2,0.157562154,187,1.401011088,186,0.05842332,187,0.110767141,187,0.094549606,187
7.74,26247556,187.061196,187.061197,0.001,0.006,C8 H11 O5,8,11,0,5,0,12,1.5,0.625,18,0,0.006,61527170297,0.000426601,360.8341791,-2,0.090909091,3,-0.25,0.147677204,187,1.391191923,186,0.048533125,187,0.120666287,187,0.104447894,187
5.21,188674464,187.097575,187.097583,0.008,0.042,C9 H15 O4,9,15,0,4,0,16,1.777777778,0.444444444,20,0,0.042,61527170297,0.003066523,360.8341791,-2,0,2,-0.888888889,0.111331833,187,1.355088433,186,0.012168469,187,0.157063854,187,0.140842307,187
136.47,9834936,187.133961,187.133968,0.007,0.038,C10 H19 O3,10,19,0,3,0,20,2,0.3,22,0,0.038,61527170297,0.000159847,360.8341791,-2,-0.058823529,1,-1.4,0.07498746,187,1.318985935,186,0.024195188,187,0.193460422,187,0.17723572,187
7.4,27649100,188.035304,188.035317,0.012,0.066,C10 H6 N O3,10,6,1,3,0,7,0.7,0.3,23,1,0.066,61527170297,0.00044938,360.8341791,5,0.733333333,8,0.2,0.174644915,188,1.424635229,187,0.074984544,188,0.095095973,188,0.078793123,188
-1000,3742301,188.056439,188.056446,0.007,0.035,C7 H10 N O5,7,10,1,5,0,11,1.571428571,0.714285714,17,1,0.035,61527170297,6.08236E-05,360.8341791,-2,-0.142857143,3,0.285714286,0.153539508,188,1.40367028,187,0.053867938,188,0.11623169,188,0.099927008,188
735.23,2087272,188.071689,188.071702,0.014,0.072,C11 H10 N O2,11,10,1,2,0,11,1,0.181818182,25,1,0.072,61527170297,3.39244E-05,360.8341791,5,0.555555556,7,-0.363636364,0.138300543,188,1.388532731,187,0.038620887,188,0.13149254,188,0.115186536,188
229.82,6160504,188.092815,188.092832,0.017,0.09,C8 H14 N O4,8,14,1,4,0,15,1.875,0.5,19,1,0.09,61527170297,0.000100127,360.8341791,-2,-0.2,2,-0.5,0.117194137,188,1.36756679,187,0.017503282,188,0.152629257,188,0.136321421,188
466.17,2112637,188.965352,188.965189,-0.163,-0.864,C9 H O3 S,9,1,0,3,1,2,0.222222222,0.333333333,20,1,0.864,61527170297,3.43367E-05,360.8341791,6,1,9,0.666666667,0.245811218,189,1.501982983,187,0.145658007,189,0.025263592,189,0.008880121,189
