mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
324.89,43752828,385.023504,385.023491,-0.013,-0.033,C20H22O15,15,13,0,10,1,14,0.933333333,0.666666667,32,1,0.033,74423097888,7.96E-05,417.4783194,-1,0.333333333,9,0.533333333,0.40642967,385,2.965925632,382,0.202363835,385,0.14589518,385,0.112513258,385
459.48,25427314,385.044746,385.044621,-0.125,-0.324,C19H18O16,12,17,0,12,1,18,1.5,1,26,1,0.324,74423097888,8.68E-05,417.4783194,-8,-0.6,4,0.666666667,0.385323264,385,2.94495969,382,0.18124623,385,0.167031897,385,0.133648144,385
229.5,5151801,385.056512,385.056506,-0.006,-0.015,C21H27NO13,19,13,0,9,0,14,0.736842105,0.473684211,40,0,0.015,74423097888,0.000162777,417.4783194,4,0.586206897,13,0.210526316,0.373451535,385,2.933166968,382,0.169368201,385,0.178920676,385,0.145535892,385
506.33,7826477,385.059856,385.059877,0.021,0.054,C20H23NO14,16,17,0,9,1,18,1.125,0.5625,34,1,0.054,74423097888,7.51E-05,417.4783194,-1,0.238095238,8,0.125,0.370084299,385,2.929822142,382,0.165999179,385,0.182292747,385,0.148907671,385
23.84,10222630,385.077645,385.077635,-0.01,-0.027,C23H19NO12,16,17,0,11,0,18,1.125,0.6875,34,0,0.027,74423097888,0.001213482,417.4783194,-3,0.238095238,8,0.25,0.352346127,385,2.912202019,382,0.148251596,385,0.200056393,385,0.166669777,385
606.12,8616985,385.092887,385.092891,0.004,0.01,C22H15NO13,20,17,0,8,0,18,0.9,0.4,42,0,0.01,74423097888,0.000416111,417.4783194,4,0.5,12,-0.1,0.337107162,385,2.897064471,382,0.133004545,385,0.215317243,385,0.181929305,385
14.54,8239867,385.114017,385.11402,0.003,0.009,C24H36O11,17,21,0,10,0,22,1.294117647,0.588235294,36,0,0.009,74423097888,0.003055229,417.4783194,-3,0.166666667,7,-0.117647059,0.316001755,385,2.876099521,382,0.111887939,385,0.23645296,385,0.20306319,385
676.49,4743563,385.129285,385.129277,-0.008,-0.022,C22H29NO12,21,21,0,7,0,22,1.047619048,0.333333333,44,0,0.022,74423097888,0.000108291,417.4783194,4,0.428571429,11,-0.380952381,0.300761791,385,2.86096098,382,0.096639889,385,0.251714811,385,0.218323718,385
13.15,7829886,385.150409,385.150406,-0.003,-0.007,C21H25NO13,18,25,0,9,0,26,1.444444444,0.5,38,0,0.007,74423097888,0.00032541,417.4783194,-3,0.111111111,6,-0.444444444,0.279656384,385,2.839996031,382,0.075523283,385,0.272850528,385,0.239457603,385
-1000,11086193,386.306156,386.306453,0.297,0.77,C20H21NO14,25,40,1,2,0,41,1.64,0.08,53,1,0.77,74423097888,3.28E-05,417.4783194,4,0.173913043,6,-1.36,0.124900237,386,2.692924863,383,0.07984558,386,0.429265051,386,0.395771895,386
-1000,6164550,387.035892,387.03577,-0.121,-0.314,C25H38O10,18,11,0,10,0,12,0.666666667,0.555555556,38,0,0.314,74423097888,5.66E-05,417.4783194,3,0.615384615,13,0.444444444,0.396397598,387,2.969270459,384,0.191265238,387,0.158813911,387,0.125257523,387
457.87,12306424,387.039156,387.039141,-0.014,-0.037,C19H14O16,15,15,0,10,1,16,1.066666667,0.666666667,32,1,0.037,74423097888,0.000106843,417.4783194,-2,0.222222222,8,0.4,0.393030362,387,2.965925632,384,0.187896215,387,0.162185982,387,0.128629302,387
596.84,6903489,387.05695,387.056899,-0.051,-0.132,C22H27NO12,15,15,0,12,0,16,1.066666667,0.8,32,0,0.132,74423097888,7.73E-05,417.4783194,-4,0.222222222,8,0.533333333,0.375292191,387,2.948305509,384,0.170148632,387,0.179949628,387,0.146391408,387
195.32,13137588,387.072136,387.072156,0.02,0.051,C21H23NO13,19,15,0,9,0,16,0.842105263,0.473684211,40,0,0.051,74423097888,0.000654321,417.4783194,3,0.517241379,12,0.105263158,0.360052227,387,2.933166968,384,0.154900582,387,0.195211478,387,0.161651935,387
563.74,13321895,387.075364,387.075527,0.163,0.42,C20H19NO14,16,19,0,9,1,20,1.25,0.5625,34,1,0.42,74423097888,7.20E-05,417.4783194,-2,0.142857143,7,0,0.356684991,387,2.929822142,384,0.151531559,387,0.19858355,387,0.165023715,387
576.46,12363125,387.085206,387.08491,-0.296,-0.765,C25H36O10,27,15,0,1,1,16,0.592592593,0.037037037,56,1,0.765,74423097888,4.97E-05,417.4783194,19,0.725490196,20,-0.444444444,0.347312469,387,2.920511994,384,0.142154063,387,0.207969533,387,0.174408884,387
13.51,11724111,387.093315,387.093285,-0.03,-0.078,C21H25N2O10P,16,19,0,11,0,20,1.25,0.6875,34,0,0.078,74423097888,0.001349985,417.4783194,-4,0.142857143,7,0.125,0.33894682,387,2.912202019,384,0.133783976,387,0.216347195,387,0.182785821,387
496.79,4168694,387.108565,387.108541,-0.024,-0.062,C23H29NO11,20,19,0,8,0,20,1,0.4,42,0,0.062,74423097888,0.000765275,417.4783194,3,0.4375,11,-0.2,0.323707855,387,2.897064471,384,0.118536925,387,0.231608045,387,0.198045348,387
13.29,9765864,387.129662,387.129671,0.009,0.022,C22H25NO12,17,23,0,10,0,24,1.411764706,0.588235294,36,0,0.022,74423097888,0.00105763,417.4783194,-4,0.083333333,6,-0.235294118,0.302601449,387,2.876098529,384,0.09741932,387,0.252744763,387,0.219180234,387
620.15,14111707,387.144896,387.144927,0.03,0.078,C21H21NO13,21,23,0,7,0,24,1.142857143,0.333333333,44,0,0.078,74423097888,6.19E-05,417.4783194,3,0.371428571,10,-0.476190476,0.287362484,387,2.86096098,384,0.082172269,387,0.268005613,387,0.234439761,387
603.56,15946702,388.098034,388.097917,-0.118,-0.303,C20H17NO14,26,14,1,3,0,15,0.576923077,0.115384615,55,1,0.303,74423097888,3.34E-05,417.4783194,17,0.744680851,20,-0.230769231,0.335436601,388,2.915370228,385,0.129741294,388,0.221298581,388,0.187650104,388
-1000,7484068,388.972379,388.972125,-0.255,-0.655,C26H38O9,15,5,2,9,1,6,0.4,0.6,34,3,0.655,74423097888,3.31E-05,417.4783194,5,0.866666667,14,1.333333333,0.46220475,389,3.047949793,386,0.256046104,389,0.095784504,389,0.062060232,389
380.39,10130064,389.018448,389.018406,-0.042,-0.108,C21H34O13,14,13,0,11,1,14,1,0.785714286,30,1,0.108,74423097888,4.53E-05,417.4783194,-3,0.2,8,0.714285714,0.415975427,389,3.00202813,386,0.209792252,389,0.142080217,389,0.108351933,389
13.92,4289148,389.051429,389.05142,-0.008,-0.022,C22H27N2O9P,18,13,0,10,0,14,0.777777778,0.555555556,38,0,0.022,74423097888,0.000327525,417.4783194,2,0.538461538,12,0.333333333,0.382998291,389,2.969270459,386,0.176797619,389,0.175104713,389,0.141373566,389
494.82,7991922,389.054802,389.054791,-0.011,-0.027,C21H22N2O12,15,17,0,10,1,18,1.2,0.666666667,32,1,0.027,74423097888,0.000196482,417.4783194,-3,0.111111111,7,0.266666667,0.379631055,389,2.965925632,386,0.173428596,389,0.178476785,389,0.144745346,389
536.98,5787918,389.064442,389.064174,-0.268,-0.689,C23H27NO11,26,13,0,2,1,14,0.538461538,0.076923077,54,1,0.689,74423097888,5.73E-05,417.4783194,18,0.75,20,-0.307692308,0.370258532,389,2.956615484,386,0.1640511,389,0.187862768,389,0.154130515,389
320.98,10551552,389.072598,389.07255,-0.048,-0.124,C22H23NO12,15,17,0,12,0,18,1.2,0.8,32,0,0.124,74423097888,0.000144693,417.4783194,-5,0.111111111,7,0.4,0.361891885,389,2.948304517,386,0.155680013,389,0.19624143,389,0.162508452,389
36.41,16748787,389.087803,389.087806,0.003,0.007,C21H19NO13,19,17,0,9,0,18,0.947368421,0.473684211,40,0,0.007,74423097888,0.001914012,417.4783194,2,0.448275862,11,0,0.34665292,389,2.933166968,386,0.140432963,389,0.211502281,389,0.177767979,389
14.66,10191077,389.108946,389.108935,-0.011,-0.028,C20H15NO14,16,21,0,11,0,22,1.375,0.6875,34,0,0.028,74423097888,0.000883725,417.4783194,-5,0.047619048,6,0,0.325547513,389,2.912202019,386,0.119316357,389,0.232637998,389,0.198901864,389
21.37,6821813,389.124208,389.124191,-0.016,-0.042,C26H36O9,20,21,0,8,0,22,1.1,0.4,42,0,0.042,74423097888,0.000842338,417.4783194,2,0.375,10,-0.3,0.310308548,389,2.897064471,386,0.104069306,389,0.247898848,389,0.214161392,389
14.37,7802785,389.14528,389.145321,0.041,0.105,C21H32O13,17,25,0,10,0,26,1.529411765,0.588235294,36,0,0.105,74423097888,0.000218222,417.4783194,-5,0,5,-0.352941176,0.289202142,389,2.876098529,386,0.082951701,389,0.269035565,389,0.235296277,389
506.73,9244563,389.160523,389.160577,0.054,0.138,C20H28O14,21,25,0,7,0,26,1.238095238,0.333333333,44,0,0.138,74423097888,3.51E-05,417.4783194,2,0.314285714,9,-0.571428571,0.273963177,389,2.86096098,386,0.06770465,389,0.284296415,389,0.250555805,389
-1000,4712336,389.175432,389.175833,0.401,1.031,C22H24N2O11,25,25,0,4,0,26,1.04,0.16,52,0,1.031,74423097888,3.24E-05,417.4783194,9,0.47826087,13,-0.72,0.258724212,389,2.845823432,386,0.052457599,389,0.299557266,389,0.265815332,389
236.1,5386125,391.03068,391.030685,0.004,0.011,C22H25N2O9P,17,11,0,11,0,12,0.705882353,0.647058824,36,0,0.011,74423097888,4.99E-05,417.4783194,1,0.565217391,12,0.588235294,0.405943356,391,3.005372957,388,0.198693656,391,0.154998948,391,0.121096197,391
441.78,9994118,391.03406,391.034056,-0.004,-0.01,C19H24O15,14,15,0,11,1,16,1.142857143,0.785714286,30,1,0.01,74423097888,8.59E-05,417.4783194,-4,0.066666667,7,0.571428571,0.40257612,391,3.00202813,388,0.195324633,391,0.15837102,391,0.124467976,391
13.88,5009279,391.067084,391.06707,-0.013,-0.034,C21H21N2O10P,18,15,0,10,0,16,0.888888889,0.555555556,38,0,0.034,74423097888,0.001237292,417.4783194,1,0.461538462,11,0.222222222,0.369598984,391,2.969270459,388,0.162329999,391,0.191395515,391,0.15748961,391
541.63,12021602,391.080164,391.079824,-0.34,-0.869,C20H12O15,26,15,0,2,1,16,0.615384615,0.076923077,54,1,0.869,74423097888,9.15E-05,417.4783194,17,0.708333333,19,-0.384615385,0.356859225,391,2.956615484,388,0.149583481,391,0.20415357,391,0.170246559,391
40.43,6278679,391.08824,391.0882,-0.04,-0.104,C23H25NO11,15,19,0,12,0,20,1.333333333,0.8,32,0,0.104,74423097888,0.000167545,417.4783194,-6,0,6,0.266666667,0.348492578,391,2.948304517,388,0.141212394,391,0.212532233,391,0.178624495,391
13.9,12156425,391.10345,391.103456,0.006,0.016,C22H21NO12,19,19,0,9,0,20,1.052631579,0.473684211,40,0,0.016,74423097888,0.003279814,417.4783194,1,0.379310345,10,-0.105263158,0.333253613,391,2.933166968,388,0.125965343,391,0.227793083,391,0.193884023,391
18.31,15879675,391.12459,391.124585,-0.005,-0.012,C21H17NO13,16,23,0,11,0,24,1.5,0.6875,34,0,0.012,74423097888,0.000350762,417.4783194,-6,-0.047619048,5,-0.125,0.312148206,391,2.912202019,388,0.104848737,391,0.2489288,391,0.215017908,391
527.46,7654582,391.128105,391.127956,-0.149,-0.38,C26H34O9,13,27,0,11,1,28,2.153846154,0.846153846,28,1,0.38,74423097888,3.98E-05,417.4783194,-11,-1,0,-0.307692308,0.30878097,391,2.908857192,388,0.101479715,391,0.252300872,391,0.218389687,391
83.94,6241456,391.139853,391.139841,-0.012,-0.03,C22H34O12,20,23,0,8,0,24,1.2,0.4,42,0,0.03,74423097888,0.000503984,417.4783194,1,0.3125,9,-0.4,0.296909241,391,2.897064471,388,0.089601687,391,0.26418965,391,0.230277435,391
-1000,10501282,391.160577,391.160971,0.394,1.008,C21H30O13,17,27,0,10,0,28,1.647058824,0.588235294,36,0,1.008,74423097888,3.69E-05,417.4783194,-6,-0.083333333,4,-0.470588235,0.275802835,391,2.876098529,388,0.068484081,391,0.285326368,391,0.251412321,391
14.77,17665172,393.046355,393.046335,-0.02,-0.05,C20H26O14,17,13,0,11,0,14,0.823529412,0.647058824,36,0,0.05,74423097888,0.000205421,417.4783194,0,0.47826087,11,0.470588235,0.392544049,393,3.005372957,390,0.184226036,393,0.171289751,393,0.137212241,393
495.77,5670032,393.049796,393.049706,-0.09,-0.23,C22H22N2O11,14,17,0,11,1,18,1.285714286,0.785714286,30,1,0.23,74423097888,0.00010542,417.4783194,-5,-0.066666667,6,0.428571429,0.389176813,393,3.00202813,390,0.180857014,393,0.174661822,393,0.14058402,393
13.92,4426893,393.082727,393.08272,-0.007,-0.017,C22H23N2O9P,18,17,0,10,0,18,1,0.555555556,38,0,0.017,74423097888,0.003282467,417.4783194,0,0.384615385,10,0.111111111,0.356199677,393,2.969270459,390,0.14786238,393,0.207686318,393,0.173605653,393
11.32,7892098,393.119094,393.119106,0.012,0.03,C21H18N2O12,19,21,0,9,0,22,1.157894737,0.473684211,40,0,0.03,74423097888,0.003212901,417.4783194,0,0.310344828,9,-0.210526316,0.319854306,393,2.933166968,390,0.111497724,393,0.244083885,393,0.210000066,393
198.62,10697848,393.140345,393.140235,-0.109,-0.278,C18H18O16,16,25,0,11,0,26,1.625,0.6875,34,0,0.278,74423097888,9.08E-05,417.4783194,-7,-0.142857143,4,-0.25,0.298748899,393,2.912202019,390,0.090381118,393,0.265219603,393,0.231133951,393
144.44,2946845,393.155516,393.155491,-0.025,-0.064,C24H27NO10,20,25,0,8,0,26,1.3,0.4,42,0,0.064,74423097888,0.000165355,417.4783194,0,0.25,8,-0.5,0.283509934,393,2.897064471,390,0.075134067,393,0.280480453,393,0.246393479,393
14.26,6101775,395.061994,395.061985,-0.009,-0.022,C23H23NO11,17,15,0,11,0,16,0.941176471,0.647058824,36,0,0.022,74423097888,0.000678803,417.4783194,-1,0.391304348,10,0.352941176,0.379144742,395,3.005372957,392,0.169758417,395,0.187580553,395,0.153328284,395
525.54,9095948,395.065429,395.065356,-0.073,-0.184,C24H20N5O5P,14,19,0,11,1,20,1.428571429,0.785714286,30,1,0.184,74423097888,6.84E-05,417.4783194,-6,-0.2,5,0.285714286,0.375777506,395,3.00202813,392,0.166389394,395,0.190952625,395,0.156700064,395
699.82,11295489,395.077205,395.077241,0.036,0.091,C22H19NO12,21,15,0,8,0,16,0.761904762,0.380952381,44,0,0.091,74423097888,5.78E-05,417.4783194,6,0.588235294,14,0,0.363905777,395,2.990235408,392,0.154511366,395,0.202841403,395,0.168587812,395
14.27,10685171,395.098372,395.09837,-0.002,-0.005,C21H15NO13,18,19,0,10,0,20,1.111111111,0.555555556,38,0,0.005,74423097888,0.005378275,417.4783194,-1,0.307692308,9,0,0.34280037,395,2.969270459,392,0.13339476,395,0.22397712,395,0.189721697,395
14.03,11921848,395.13476,395.134756,-0.004,-0.011,C21H36N4O9,19,23,0,9,0,24,1.263157895,0.473684211,40,0,0.011,74423097888,0.00164899,417.4783194,-1,0.24137931,8,-0.315789474,0.306454999,395,2.933166968,392,0.097030104,395,0.260374688,395,0.22611611,395
515.86,5153199,395.153336,395.153383,0.047,0.119,C23H36O11,20,27,0,6,1,28,1.4,0.3,42,1,0.119,74423097888,3.36E-05,417.4783194,1,0.1875,7,-0.7,0.287848798,395,2.914684593,392,0.078414031,395,0.27900761,395,0.244747416,395
356.83,5560743,397.023438,397.023491,0.054,0.135,C26H32O9,16,13,0,10,1,14,0.875,0.625,34,1,0.135,74423097888,4.16E-05,417.4783194,0,0.4,10,0.5,0.419828977,397,3.059096569,394,0.209403036,397,0.149710142,397,0.115287809,397
569.06,10394017,397.041085,397.041249,0.165,0.415,C22H32O12,16,13,0,12,0,14,0.875,0.75,34,0,0.415,74423097888,3.94E-05,417.4783194,-2,0.4,10,0.625,0.402090806,397,3.041476447,394,0.191655453,397,0.167473788,397,0.133049915,397
542.18,42518916,397.044675,397.044621,-0.054,-0.137,C20H24O14,13,17,0,12,1,18,1.384615385,0.923076923,28,1,0.137,74423097888,3.30E-05,417.4783194,-7,-0.333333333,5,0.615384615,0.398722571,397,3.038130628,394,0.188285431,397,0.17084686,397,0.136422694,397
514.58,4469117,397.056671,397.056506,-0.165,-0.417,C22H21N2O9P,20,13,0,9,0,14,0.7,0.45,42,0,0.417,74423097888,5.34E-05,417.4783194,5,0.612903226,14,0.2,0.386850842,397,3.026337906,394,0.176407403,397,0.182735638,397,0.148310442,397
10.93,41322868,397.077664,397.077635,-0.029,-0.072,C19H20O15,17,17,0,11,0,18,1.058823529,0.647058824,36,0,0.072,74423097888,0.001833044,417.4783194,-2,0.304347826,9,0.235294118,0.365745435,397,3.005372957,394,0.155290797,397,0.203871355,397,0.169444328,397
684.68,12896615,397.092882,397.092891,0.01,0.024,C18H16O16,21,17,0,8,0,18,0.857142857,0.380952381,44,0,0.024,74423097888,0.000167084,417.4783194,5,0.529411765,13,-0.095238095,0.35050647,397,2.990235408,394,0.140043747,397,0.219132205,397,0.184703855,397
13.9,3276813,397.114006,397.11402,0.015,0.037,C21H29NO12,18,21,0,10,0,22,1.222222222,0.555555556,38,0,0.037,74423097888,0.004309254,417.4783194,-2,0.230769231,8,-0.111111111,0.329401062,397,2.969270459,394,0.118927141,397,0.240267923,397,0.20583774,397
702.53,7110647,397.129262,397.129277,0.014,0.036,C23H21NO11,22,21,0,7,0,22,1,0.318181818,46,0,0.036,74423097888,5.61E-05,417.4783194,5,0.459459459,12,-0.363636364,0.314161098,397,2.954131918,394,0.103679091,397,0.255529773,397,0.221098268,397
15.68,6447089,397.150431,397.150406,-0.025,-0.063,C19H21NO14,19,25,0,9,0,26,1.368421053,0.473684211,40,0,0.063,74423097888,0.00048993,417.4783194,-2,0.172413793,7,-0.421052632,0.293055691,397,2.933166968,394,0.082562485,397,0.27666549,397,0.242232153,397
415.19,9947112,399.035804,399.03577,-0.034,-0.084,C22H17NO12,19,11,0,10,0,12,0.631578947,0.526315789,40,0,0.084,74423097888,3.91E-05,417.4783194,4,0.642857143,14,0.421052632,0.409796906,399,3.062441396,396,0.19830444,399,0.162628873,399,0.128032073,399
438.43,4591262,399.039144,399.039141,-0.003,-0.007,C24H38O10,16,15,0,10,1,16,1,0.625,34,1,0.007,74423097888,8.93E-05,417.4783194,-1,0.3,9,0.375,0.40642967,399,3.059096569,396,0.194935417,399,0.166000945,399,0.131403852,399
493.13,11200143,399.056907,399.056899,-0.007,-0.018,C23H34O11,16,15,0,12,0,16,1,0.75,34,0,0.018,74423097888,0.000113215,417.4783194,-3,0.3,9,0.5,0.388691498,399,3.041476447,396,0.177187834,399,0.18376459,399,0.149165958,399
502.47,4128348,399.060283,399.060271,-0.012,-0.031,C22H19N2O9P,13,19,0,12,1,20,1.538461538,0.923076923,28,1,0.031,74423097888,6.82E-05,417.4783194,-8,-0.5,4,0.461538462,0.385323264,399,3.038130628,396,0.173817812,399,0.187137662,399,0.152538738,399
491.03,4383972,399.072126,399.072156,0.03,0.074,C21H27NO12,20,15,0,9,0,16,0.8,0.45,42,0,0.074,74423097888,0.000305458,417.4783194,4,0.548387097,13,0.1,0.373451535,399,3.026337906,396,0.161939784,399,0.199026441,399,0.164426486,399
534.36,8459477,399.075812,399.075527,-0.286,-0.715,C20H23NO13,17,19,0,9,1,20,1.176470588,0.529411765,36,1,0.715,74423097888,4.73E-05,417.4783194,-1,0.217391304,8,0,0.370084299,399,3.022993079,396,0.158570761,399,0.202398512,399,0.167798265,399
14.06,11556039,399.093287,399.093285,-0.002,-0.005,C19H19NO14,17,19,0,11,0,20,1.176470588,0.647058824,36,0,0.005,74423097888,0.002357005,417.4783194,-3,0.217391304,8,0.117647059,0.352346127,399,3.005372957,396,0.140823178,399,0.220162158,399,0.185560371,399
649.04,8429993,399.10856,399.108541,-0.019,-0.048,C21H25NO12,21,19,0,8,0,20,0.952380952,0.380952381,44,0,0.048,74423097888,0.000321639,417.4783194,4,0.470588235,12,-0.19047619,0.337107162,399,2.990235408,396,0.125576127,399,0.235423008,399,0.200819899,399
15.03,12370329,399.129662,399.129671,0.009,0.022,C20H21NO13,18,23,0,10,0,24,1.333333333,0.555555556,38,0,0.022,74423097888,0.001978353,417.4783194,-3,0.153846154,7,-0.222222222,0.316000756,399,2.969269466,396,0.104458522,399,0.256559725,399,0.221954784,399
519.8,8827274,399.144734,399.144927,0.193,0.482,C19H17NO14,22,23,0,7,0,24,1.090909091,0.318181818,46,0,0.482,74423097888,3.62E-05,417.4783194,4,0.405405405,11,-0.454545455,0.300761791,399,2.954131918,396,0.089211471,399,0.271820575,399,0.237214312,399
-1000,4546615,399.166136,399.166056,-0.08,-0.201,C25H38O9,19,27,0,9,0,28,1.473684211,0.473684211,40,0,0.201,74423097888,9.11E-05,417.4783194,-3,0.103448276,6,-0.526315789,0.279656384,399,2.933166968,396,0.068094865,399,0.292956293,399,0.258348197,399
520.47,5625450,400.091666,400.091905,0.24,0.599,C22H27NO11,13,22,1,11,1,23,1.769230769,0.846153846,29,2,0.599,74423097888,4.17E-05,417.4783194,-8,-0.818181818,3,0.307692308,0.354841195,400,3.014506487,397,0.142788969,400,0.219099633,400,0.184411265,400
667.2,10055259,400.134579,400.134302,-0.277,-0.692,C21H23NO12,28,18,1,2,0,19,0.678571429,0.071428571,59,1,0.692,74423097888,4.35E-05,417.4783194,18,0.692307692,20,-0.428571429,0.312491536,400,2.972438667,397,0.100416839,400,0.261510111,400,0.226818067,400
290.63,15310411,401.018474,401.018406,-0.068,-0.17,C20H19NO13,15,13,0,11,1,14,0.933333333,0.733333333,32,1,0.17,74423097888,5.11E-05,417.4783194,-2,0.294117647,9,0.666666667,0.429374735,401,3.095199067,398,0.216831454,401,0.14589518,401,0.111126483,401
28.53,9072188,401.051418,401.05142,0.002,0.005,C19H15NO14,19,13,0,10,0,14,0.736842105,0.526315789,40,0,0.005,74423097888,0.000210421,417.4783194,3,0.571428571,13,0.315789474,0.396397598,401,3.062441396,398,0.18383682,401,0.178919675,401,0.144148117,401
495.01,7171297,401.054805,401.054791,-0.013,-0.033,C25H36O9,16,17,0,10,1,18,1.125,0.625,34,1,0.033,74423097888,0.000128251,417.4783194,-2,0.2,8,0.25,0.393030362,401,3.059096569,398,0.180467798,401,0.182291747,401,0.147519896,401
184.37,7002890,401.072559,401.07255,-0.009,-0.023,C22H25NO11,16,17,0,12,0,18,1.125,0.75,34,0,0.023,74423097888,0.000312184,417.4783194,-4,0.2,8,0.375,0.375291192,401,3.041475455,398,0.162719215,401,0.200056393,401,0.165283002,401
226.83,13474554,401.087812,401.087806,-0.006,-0.015,C21H21NO12,20,17,0,9,0,18,0.9,0.45,42,0,0.015,74423097888,0.000918138,417.4783194,3,0.483870968,12,0,0.360052227,401,3.026337906,398,0.147472164,401,0.215317243,401,0.18054253,401
8.48,17095402,401.108932,401.108935,0.003,0.007,C20H17NO13,17,21,0,11,0,22,1.294117647,0.647058824,36,0,0.007,74423097888,0.00180753,417.4783194,-4,0.130434783,7,0,0.33894682,401,3.005372957,398,0.126355559,401,0.23645296,401,0.201676415,401
541.16,10762615,401.124195,401.124191,-0.004,-0.009,C25H34O9,21,21,0,8,0,22,1.047619048,0.380952381,44,0,0.009,74423097888,0.000442841,417.4783194,3,0.411764706,11,-0.285714286,0.323707855,401,2.990235408,398,0.111108508,401,0.25171381,401,0.216935942,401
27.65,6986086,401.145336,401.145321,-0.015,-0.039,C19H30N2O12,18,25,0,10,0,26,1.444444444,0.555555556,38,0,0.039,74423097888,0.000527378,417.4783194,-4,0.076923077,6,-0.333333333,0.302601449,401,2.969269466,398,0.089990903,401,0.272850528,401,0.238070828,401
