Source,Target,Type,Id,Label,Weight,colour
C11H17O7N1,C15H25O11N1,Directed,2373,,1,8
C12H21O6N1,C16H29O10N1,Directed,2374,,1,8
C16H21O3N1,C20H29O7N1,Directed,2375,,1,8
C11H20O6N2,C15H28O10N2,Directed,2376,,1,8
C14H15O5N1,C18H23O9N1,Directed,2377,,1,8
C16H23O3N1,C20H31O7N1,Directed,2378,,1,8
C13H13O6N1,C17H21O10N1,Directed,2379,,1,8
C14H17O5N1,C18H25O9N1,Directed,2380,,1,8
C13H20O3N4,C17H28O7N4,Directed,2381,,1,8
C12H11O7N1,C16H19O11N1,Directed,2382,,1,8
C13H15O6N1,C17H23O10N1,Directed,2383,,1,8
C14H19O5N1,C18H27O9N1,Directed,2384,,1,8
C15H23O4N1,C19H31O8N1,Directed,2385,,1,8
C12H18O4N4,C16H26O8N4,Directed,2386,,1,8
C13H17O6N1,C17H25O10N1,Directed,2387,,1,8
C12H17O5N3,C16H25O9N3,Directed,2388,,1,8
C17H17O3N1,C21H25O7N1,Directed,2389,,1,8
C13H21O4N3,C17H29O8N3,Directed,2390,,1,8
C15H25O4N1,C19H33O8N1,Directed,2391,,1,8
C9H16O8S1,C13H24O12S1,Directed,2392,,1,8
C16H15O4N1,C20H23O8N1,Directed,2393,,1,8
C14H23O5N1,C18H31O9N1,Directed,2394,,1,8
C16H18O3N2,C20H26O7N2,Directed,2395,,1,8
C14H13O4N3,C18H21O8N3,Directed,2396,,1,8
C16H21O2N3,C20H29O6N3,Directed,2397,,1,8
C14H12O5N2,C18H20O9N2,Directed,2398,,1,8
C15H16O4N2,C19H24O8N2,Directed,2399,,1,8
C14H11O6N1,C18H19O10N1,Directed,2400,,1,8
C15H15O5N1,C19H23O9N1,Directed,2401,,1,8
C15H19O3N3,C19H27O7N3,Directed,2402,,1,8
C17H23O3N1,C21H31O7N1,Directed,2403,,1,8
C10H14O6N2S1,C14H22O10N2S1,Directed,2404,,1,8
C14H14O5N2,C18H22O9N2,Directed,2405,,1,8
C15H18O4N2,C19H26O8N2,Directed,2406,,1,8
C16H21O4N1,C20H29O8N1,Directed,2407,,1,8
C10H16O6N2S1,C14H24O10N2S1,Directed,2408,,1,8
C14H16O5N2,C18H24O9N2,Directed,2409,,1,8
C13H16O4N4,C17H24O8N4,Directed,2410,,1,8
C14H20O3N4,C18H28O7N4,Directed,2411,,1,8
C13H11O7N1,C17H19O11N1,Directed,2412,,1,8
C14H15O6N1,C18H23O10N1,Directed,2413,,1,8
C15H19O5N1,C19H27O9N1,Directed,2414,,1,8
C14H19O4N3,C18H27O8N3,Directed,2415,,1,8
C16H23O4N1,C20H31O8N1,Directed,2416,,1,8
C15H23O3N3,C19H31O7N3,Directed,2417,,1,8
C13H18O4N4,C17H26O8N4,Directed,2418,,1,8
C14H22O3N4,C18H30O7N4,Directed,2419,,1,8
C13H13O7N1,C17H21O11N1,Directed,2420,,1,8
C14H17O6N1,C18H25O10N1,Directed,2421,,1,8
C17H17O2N3,C21H25O6N3,Directed,2422,,1,8
C14H21O4N3,C18H29O8N3,Directed,2423,,1,8
C16H25O4N1,C20H33O8N1,Directed,2424,,1,8
C15H25O3N3,C19H33O7N3,Directed,2425,,1,8
C16H12O4N2,C20H20O8N2,Directed,2426,,1,8
C17H16O3N2,C21H24O7N2,Directed,2427,,1,8
C13H20O4N4,C17H28O8N4,Directed,2428,,1,8
C13H15O7N1,C17H23O11N1,Directed,2429,,1,8
C16H15O3N3,C20H23O7N3,Directed,2430,,1,8
C14H19O6N1,C18H27O10N1,Directed,2431,,1,8
C17H19O2N3,C21H27O6N3,Directed,2432,,1,8
C16H14O4N2,C20H22O8N2,Directed,2433,,1,8
C15H13O4N3,C19H21O8N3,Directed,2434,,1,8
C17H17O4N1,C21H25O8N1,Directed,2435,,1,8
C16H17O3N3,C20H25O7N3,Directed,2436,,1,8
C13H21O5N3,C17H29O9N3,Directed,2437,,1,8
C17H21O2N3,C21H29O6N3,Directed,2438,,1,8
C15H12O5N2,C19H20O9N2,Directed,2439,,1,8
C16H16O4N2,C20H24O8N2,Directed,2440,,1,8
C15H16O3N4,C19H24O7N4,Directed,2441,,1,8
C16H15O5N1,C20H23O9N1,Directed,2442,,1,8
C15H15O4N3,C19H23O8N3,Directed,2443,,1,8
C14H10O6N2,C18H18O10N2,Directed,2444,,1,8
C15H14O5N2,C19H22O9N2,Directed,2445,,1,8
C16H18O4N2,C20H26O8N2,Directed,2446,,1,8
C15H18O3N4,C19H26O7N4,Directed,2447,,1,8
C15H13O6N1,C19H21O10N1,Directed,2448,,1,8
C14H13O5N3,C18H21O9N3,Directed,2449,,1,8
C16H17O5N1,C20H25O9N1,Directed,2450,,1,8
C15H17O4N3,C19H25O8N3,Directed,2451,,1,8
C16H21O3N3,C20H29O7N3,Directed,2452,,1,8
C14H12O6N2,C18H20O10N2,Directed,2453,,1,8
C15H16O5N2,C19H24O9N2,Directed,2454,,1,8
C15H20O3N4,C19H28O7N4,Directed,2455,,1,8
C15H15O6N1,C19H23O10N1,Directed,2456,,1,8
C16H19O5N1,C20H27O9N1,Directed,2457,,1,8
C15H19O4N3,C19H27O8N3,Directed,2458,,1,8
C17H23O4N1,C21H31O8N1,Directed,2459,,1,8
C15H18O5N2,C19H26O9N2,Directed,2460,,1,8
C15H22O3N4,C19H30O7N4,Directed,2461,,1,8
C14H13O7N1,C18H21O11N1,Directed,2462,,1,8
C15H17O6N1,C19H25O10N1,Directed,2463,,1,8
C16H21O5N1,C20H29O9N1,Directed,2464,,1,8
C17H25O4N1,C21H33O8N1,Directed,2465,,1,8
C14H20O4N4,C18H28O8N4,Directed,2466,,1,8
C15H24O3N4,C19H32O7N4,Directed,2467,,1,8
C14H15O7N1,C18H23O11N1,Directed,2468,,1,8
C17H15O3N3,C21H23O7N3,Directed,2469,,1,8
C16H23O5N1,C20H31O9N1,Directed,2470,,1,8
C15H23O4N3,C19H31O8N3,Directed,2471,,1,8
C17H27O4N1,C21H35O8N1,Directed,2472,,1,8
C16H14O3N4,C20H22O7N4,Directed,2473,,1,8
C14H22O4N4,C18H30O8N4,Directed,2474,,1,8
C17H13O5N1,C21H21O9N1,Directed,2475,,1,8
C18H17O4N1,C22H25O8N1,Directed,2476,,1,8
C17H17O3N3,C21H25O7N3,Directed,2477,,1,8
C17H29O4N1,C21H37O8N1,Directed,2478,,1,8
C16H12O5N2,C20H20O9N2,Directed,2479,,1,8
C17H16O4N2,C21H24O8N2,Directed,2480,,1,8
C17H15O5N1,C21H23O9N1,Directed,2481,,1,8
C16H15O4N3,C20H23O8N3,Directed,2482,,1,8
C17H19O3N3,C21H27O7N3,Directed,2483,,1,8
C16H14O5N2,C20H22O9N2,Directed,2484,,1,8
C15H14O4N4,C19H22O8N4,Directed,2485,,1,8
C17H18O4N2,C21H26O8N2,Directed,2486,,1,8
C16H18O3N4,C20H26O7N4,Directed,2487,,1,8
C16H13O6N1,C20H21O10N1,Directed,2488,,1,8
C12H17O5N3S1,C16H25O9N3S1,Directed,2489,,1,8
C17H17O5N1,C21H25O9N1,Directed,2490,,1,8
C16H17O4N3,C20H25O8N3,Directed,2491,,1,8
C17H21O3N3,C21H29O7N3,Directed,2492,,1,8
C15H12O6N2,C19H20O10N2,Directed,2493,,1,8
C16H16O5N2,C20H24O9N2,Directed,2494,,1,8
C16H20O3N4,C20H28O7N4,Directed,2495,,1,8
C14H24O6N2,C18H32O10N2,Directed,2496,,1,8
C16H15O6N1,C20H23O10N1,Directed,2497,,1,8
C16H19O4N3,C20H27O8N3,Directed,2498,,1,8
C15H14O6N2,C19H22O10N2,Directed,2499,,1,8
C16H18O5N2,C20H26O9N2,Directed,2500,,1,8
C15H18O4N4,C19H26O8N4,Directed,2501,,1,8
C16H22O3N4,C20H30O7N4,Directed,2502,,1,8
C14H13O6N3,C18H21O10N3,Directed,2503,,1,8
C17H21O5N1,C21H29O9N1,Directed,2504,,1,8
C15H15O7N1,C19H23O11N1,Directed,2505,,1,8
C16H19O6N1,C20H27O10N1,Directed,2506,,1,8
C18H27O4N1,C22H35O8N1,Directed,2507,,1,8
C14H18O5N4,C18H26O9N4,Directed,2508,,1,8
C15H22O4N4,C19H30O8N4,Directed,2509,,1,8
C16H26O3N4,C20H34O7N4,Directed,2510,,1,8
C15H17O7N1,C19H25O11N1,Directed,2511,,1,8
C18H17O3N3,C22H25O7N3,Directed,2512,,1,8
C19H21O2N3,C23H29O6N3,Directed,2513,,1,8
C18H29O4N1,C22H37O8N1,Directed,2514,,1,8
C17H16O3N4,C21H24O7N4,Directed,2515,,1,8
C14H15O8N1,C18H23O12N1,Directed,2516,,1,8
C18H15O5N1,C22H23O9N1,Directed,2517,,1,8
C18H19O3N3,C22H27O7N3,Directed,2518,,1,8
C15H23O5N3,C19H31O9N3,Directed,2519,,1,8
C17H27O5N1,C21H35O9N1,Directed,2520,,1,8
C18H18O4N2,C22H26O8N2,Directed,2521,,1,8
C18H17O5N1,C22H25O9N1,Directed,2522,,1,8
C17H17O4N3,C21H25O8N3,Directed,2523,,1,8
C17H16O5N2,C21H24O9N2,Directed,2524,,1,8
C16H16O4N4,C20H24O8N4,Directed,2525,,1,8
C18H20O4N2,C22H28O8N2,Directed,2526,,1,8
C17H20O3N4,C21H28O7N4,Directed,2527,,1,8
C17H15O6N1,C21H23O10N1,Directed,2528,,1,8
C18H19O5N1,C22H27O9N1,Directed,2529,,1,8
C17H19O4N3,C21H27O8N3,Directed,2530,,1,8
C19H23O4N1,C23H31O8N1,Directed,2531,,1,8
C18H23O3N3,C22H31O7N3,Directed,2532,,1,8
C16H14O6N2,C20H22O10N2,Directed,2533,,1,8
C14H22O7N2,C18H30O11N2,Directed,2534,,1,8
C17H22O3N4,C21H30O7N4,Directed,2535,,1,8
C15H26O6N2,C19H34O10N2,Directed,2536,,1,8
C17H17O6N1,C21H25O10N1,Directed,2537,,1,8
C15H17O4N5,C19H25O8N5,Directed,2538,,1,8
C17H21O4N3,C21H29O8N3,Directed,2539,,1,8
C16H16O6N2,C20H24O10N2,Directed,2540,,1,8
C15H16O5N4,C19H24O9N4,Directed,2541,,1,8
C16H20O4N4,C20H28O8N4,Directed,2542,,1,8
C16H15O7N1,C20H23O11N1,Directed,2543,,1,8
C17H19O6N1,C21H27O10N1,Directed,2544,,1,8
C15H14O7N2,C19H22O11N2,Directed,2545,,1,8
C16H22O4N4,C20H30O8N4,Directed,2546,,1,8
C17H26O3N4,C21H34O7N4,Directed,2547,,1,8
C16H17O7N1,C20H25O11N1,Directed,2548,,1,8
C15H21O4N5,C19H29O8N5,Directed,2549,,1,8
C15H20O5N4,C19H28O9N4,Directed,2550,,1,8
C16H24O4N4,C20H32O8N4,Directed,2551,,1,8
C19H19O3N3,C23H27O7N3,Directed,2552,,1,8
C18H27O5N1,C22H35O9N1,Directed,2553,,1,8
C14H18O6N4,C18H26O10N4,Directed,2554,,1,8
C15H22O5N4,C19H30O9N4,Directed,2555,,1,8
C16H26O4N4,C20H34O8N4,Directed,2556,,1,8
C18H17O4N3,C22H25O8N3,Directed,2557,,1,8
C18H20O3N4,C22H28O7N4,Directed,2558,,1,8
C15H24O5N4,C19H32O9N4,Directed,2559,,1,8
C18H15O6N1,C22H23O10N1,Directed,2560,,1,8
C18H19O4N3,C22H27O8N3,Directed,2561,,1,8
C18H18O5N2,C22H26O9N2,Directed,2562,,1,8
C17H18O4N4,C21H26O8N4,Directed,2563,,1,8
C18H22O3N4,C22H30O7N4,Directed,2564,,1,8
C18H17O6N1,C22H25O10N1,Directed,2565,,1,8
C16H17O4N5,C20H25O8N5,Directed,2566,,1,8
C18H21O4N3,C22H29O8N3,Directed,2567,,1,8
C16H29O5N3,C20H37O9N3,Directed,2568,,1,8
C16H12O7N2,C20H20O11N2,Directed,2569,,1,8
C17H16O6N2,C21H24O10N2,Directed,2570,,1,8
C17H20O4N4,C21H28O8N4,Directed,2571,,1,8
C18H24O3N4,C22H32O7N4,Directed,2572,,1,8
C16H28O6N2,C20H36O10N2,Directed,2573,,1,8
C17H15O7N1,C21H23O11N1,Directed,2574,,1,8
C18H19O6N1,C22H27O10N1,Directed,2575,,1,8
C17H19O5N3,C21H27O9N3,Directed,2576,,1,8
C16H19O4N5,C20H27O8N5,Directed,2577,,1,8
C16H14O7N2,C20H22O11N2,Directed,2578,,1,8
C16H18O5N4,C20H26O9N4,Directed,2579,,1,8
C18H26O3N4,C22H34O7N4,Directed,2580,,1,8
C17H17O7N1,C21H25O11N1,Directed,2581,,1,8
C18H21O6N1,C22H29O10N1,Directed,2582,,1,8
C17H24O4N4,C21H32O8N4,Directed,2583,,1,8
C16H15O8N1,C20H23O12N1,Directed,2584,,1,8
C17H19O7N1,C21H27O11N1,Directed,2585,,1,8
C19H27O5N1,C23H35O9N1,Directed,2586,,1,8
C17H26O4N4,C21H34O8N4,Directed,2587,,1,8
C16H17O8N1,C20H25O12N1,Directed,2588,,1,8
C15H20O6N4,C19H28O10N4,Directed,2589,,1,8
C16H24O5N4,C20H32O9N4,Directed,2590,,1,8
C17H28O4N4,C21H36O8N4,Directed,2591,,1,8
C19H22O3N4,C23H30O7N4,Directed,2592,,1,8
C15H21O7N3,C19H29O11N3,Directed,2593,,1,8
C18H29O6N1,C22H37O10N1,Directed,2594,,1,8
C18H16O6N2,C22H24O10N2,Directed,2595,,1,8
C18H20O4N4,C22H28O8N4,Directed,2596,,1,8
C19H24O3N4,C23H32O7N4,Directed,2597,,1,8
C18H15O7N1,C22H23O11N1,Directed,2598,,1,8
C18H19O5N3,C22H27O9N3,Directed,2599,,1,8
C17H19O4N5,C21H27O8N5,Directed,2600,,1,8
C18H14O8,C22H22O12,Directed,2601,,1,8
C17H14O7N2,C21H22O11N2,Directed,2602,,1,8
C18H18O6N2,C22H26O10N2,Directed,2603,,1,8
C15H22O8N2,C19H30O12N2,Directed,2604,,1,8
C18H22O4N4,C22H30O8N4,Directed,2605,,1,8
C19H26O3N4,C23H34O7N4,Directed,2606,,1,8
C17H30O6N2,C21H38O10N2,Directed,2607,,1,8
C18H17O7N1,C22H25O11N1,Directed,2608,,1,8
C17H16O7N2,C21H24O11N2,Directed,2609,,1,8
C16H19O5N5,C20H27O9N5,Directed,2610,,1,8
C17H23O4N5,C21H31O8N5,Directed,2611,,1,8
C16H18O6N4,C20H26O10N4,Directed,2612,,1,8
C17H22O5N4,C21H30O9N4,Directed,2613,,1,8
C17H17O8N1,C21H25O12N1,Directed,2614,,1,8
C16H23O5N5,C20H31O9N5,Directed,2615,,1,8
C16H22O6N4,C20H30O10N4,Directed,2616,,1,8
C17H26O5N4,C21H34O9N4,Directed,2617,,1,8
C19H20O4N4,C23H28O8N4,Directed,2618,,1,8
C19H22O4N4,C23H30O8N4,Directed,2619,,1,8
C20H26O3N4,C24H34O7N4,Directed,2620,,1,8
C18H16O7N2,C22H24O11N2,Directed,2621,,1,8
C18H20O5N4,C22H28O9N4,Directed,2622,,1,8
C19H24O4N4,C23H32O8N4,Directed,2623,,1,8
C20H28O3N4,C24H36O7N4,Directed,2624,,1,8
C19H19O7N1,C23H27O11N1,Directed,2625,,1,8
C18H18O7N2,C22H26O11N2,Directed,2626,,1,8
C18H22O5N4,C22H30O9N4,Directed,2627,,1,8
C17H24O6N4,C21H32O10N4,Directed,2628,,1,8
C20H24O4N4,C24H32O8N4,Directed,2629,,1,8
C21H28O3N4,C25H36O7N4,Directed,2630,,1,8
C19H23O4N5,C23H31O8N5,Directed,2631,,1,8
C19H22O5N4,C23H30O9N4,Directed,2632,,1,8
C20H26O4N4,C24H34O8N4,Directed,2633,,1,8
C18H21O5N5,C22H29O9N5,Directed,2634,,1,8
C17H19O6N5,C21H27O10N5,Directed,2635,,1,8
C18H23O5N5,C22H31O9N5,Directed,2636,,1,8
C18H22O6N4,C22H30O10N4,Directed,2637,,1,8
C19H26O5N4,C23H34O9N4,Directed,2638,,1,8
C20H24O5N4,C24H32O9N4,Directed,2639,,1,8
C21H28O4N4,C25H36O8N4,Directed,2640,,1,8
C20H27O4N5,C24H35O8N5,Directed,2641,,1,8
C19H22O6N4,C23H30O10N4,Directed,2642,,1,8
C20H26O5N4,C24H34O9N4,Directed,2643,,1,8
C19H25O5N5,C23H33O9N5,Directed,2644,,1,8
C24H28O6,C28H36O10,Directed,2645,,1,8
C20H23O5N5,C24H31O9N5,Directed,2646,,1,8
C21H27O4N5,C25H35O8N5,Directed,2647,,1,8
C31H40O9,C35H48O13,Directed,2648,,1,8
C8H11O5N1S1,C12H17O7N1S1,Directed,2649,,1,9
C10H19O5N1,C14H25O7N1,Directed,2650,,1,9
C8H10O6S1,C12H16O8S1,Directed,2651,,1,9
C9H14O7,C13H20O9,Directed,2652,,1,9
C11H12O6,C15H18O8,Directed,2653,,1,9
C10H12O7,C14H18O9,Directed,2654,,1,9
C10H14O7,C14H20O9,Directed,2655,,1,9
C9H13O5N1S1,C13H19O7N1S1,Directed,2656,,1,9
C10H17O6N1,C14H23O8N1,Directed,2657,,1,9
C11H21O5N1,C15H27O7N1,Directed,2658,,1,9
C11H12O7,C15H18O9,Directed,2659,,1,9
C11H14O7,C15H20O9,Directed,2660,,1,9
C11H17O4N1S1,C15H23O6N1S1,Directed,2661,,1,9
C11H17O6N1,C15H23O8N1,Directed,2662,,1,9
C12H21O5N1,C16H27O7N1,Directed,2663,,1,9
C10H12O8,C14H18O10,Directed,2664,,1,9
C10H15O5N1S1,C14H21O7N1S1,Directed,2665,,1,9
C11H19O6N1,C15H25O8N1,Directed,2666,,1,9
C12H23O5N1,C16H29O7N1,Directed,2667,,1,9
C9H10O7S1,C13H16O9S1,Directed,2668,,1,9
C10H14O8,C14H20O10,Directed,2669,,1,9
C14H25O4N1,C18H31O6N1,Directed,2670,,1,9
C11H12O8,C15H18O10,Directed,2671,,1,9
C10H11O6N1S1,C14H17O8N1S1,Directed,2672,,1,9
C10H11O8N1,C14H17O10N1,Directed,2673,,1,9
C12H19O6N1,C16H25O8N1,Directed,2674,,1,9
C13H23O5N1,C17H29O7N1,Directed,2675,,1,9
C11H14O8,C15H20O10,Directed,2676,,1,9
C11H17O7N1,C15H23O9N1,Directed,2677,,1,9
C12H21O6N1,C16H27O8N1,Directed,2678,,1,9
C16H21O3N1,C20H27O5N1,Directed,2679,,1,9
C11H20O6N2,C15H26O8N2,Directed,2680,,1,9
C10H14O9,C14H20O11,Directed,2681,,1,9
C15H23O4N1,C19H29O6N1,Directed,2682,,1,9
C11H9O6N1S1,C15H15O8N1S1,Directed,2683,,1,9
C14H23O5N1,C18H29O7N1,Directed,2684,,1,9
C13H21O6N1,C17H27O8N1,Directed,2685,,1,9
C14H25O5N1,C18H31O7N1,Directed,2686,,1,9
C11H12O9,C15H18O11,Directed,2687,,1,9
C12H19O7N1,C16H25O9N1,Directed,2688,,1,9
C11H19O6N3,C15H25O8N3,Directed,2689,,1,9
C11H14O9,C15H20O11,Directed,2690,,1,9
C11H16O9,C15H22O11,Directed,2691,,1,9
C9H10O7S2,C13H16O9S2,Directed,2692,,1,9
C11H18O7S1,C15H24O9S1,Directed,2693,,1,9
C18H19O3N1,C22H25O5N1,Directed,2694,,1,9
C15H23O5N1,C19H29O7N1,Directed,2695,,1,9
C16H27O4N1,C20H33O6N1,Directed,2696,,1,9
C12H26O6S1,C16H32O8S1,Directed,2697,,1,9
C14H21O6N1,C18H27O8N1,Directed,2698,,1,9
C15H25O5N1,C19H31O7N1,Directed,2699,,1,9
C13H19O7N1,C17H25O9N1,Directed,2700,,1,9
C14H23O6N1,C18H29O8N1,Directed,2701,,1,9
C15H27O5N1,C19H33O7N1,Directed,2702,,1,9
C12H14O9,C16H20O11,Directed,2703,,1,9
C11H17O5N3S1,C15H23O7N3S1,Directed,2704,,1,9
C12H17O8N1,C16H23O10N1,Directed,2705,,1,9
C13H21O7N1,C17H27O9N1,Directed,2706,,1,9
C12H21O6N3,C16H27O8N3,Directed,2707,,1,9
C12H16O9,C16H22O11,Directed,2708,,1,9
C17H27O2N3,C21H33O4N3,Directed,2709,,1,9
C12H18O9,C16H24O11,Directed,2710,,1,9
C16H23O5N1,C20H29O7N1,Directed,2711,,1,9
C17H27O4N1,C21H33O6N1,Directed,2712,,1,9
C14H17O7N1,C18H23O9N1,Directed,2713,,1,9
C16H25O5N1,C20H31O7N1,Directed,2714,,1,9
C17H29O4N1,C21H35O6N1,Directed,2715,,1,9
C13H15O8N1,C17H21O10N1,Directed,2716,,1,9
C14H19O7N1,C18H25O9N1,Directed,2717,,1,9
C18H19O4N1,C22H25O6N1,Directed,2718,,1,9
C16H27O5N1,C20H33O7N1,Directed,2719,,1,9
C12H13O9N1,C16H19O11N1,Directed,2720,,1,9
C13H17O8N1,C17H23O10N1,Directed,2721,,1,9
C17H17O5N1,C21H23O7N1,Directed,2722,,1,9
C14H21O7N1,C18H27O9N1,Directed,2723,,1,9
C15H25O6N1,C19H31O8N1,Directed,2724,,1,9
C16H29O5N1,C20H35O7N1,Directed,2725,,1,9
C13H19O8N1,C17H25O10N1,Directed,2726,,1,9
C12H19O7N3,C16H25O9N3,Directed,2727,,1,9
C17H19O5N1,C21H25O7N1,Directed,2728,,1,9
C12H14O10,C16H20O12,Directed,2729,,1,9
C16H17O6N1,C20H23O8N1,Directed,2730,,1,9
C12H16O10,C16H22O12,Directed,2731,,1,9
C16H20O5N2,C20H26O7N2,Directed,2732,,1,9
C14H15O6N3,C18H21O8N3,Directed,2733,,1,9
C16H23O4N3,C20H29O6N3,Directed,2734,,1,9
C14H14O7N2,C18H20O9N2,Directed,2735,,1,9
C15H18O6N2,C19H24O8N2,Directed,2736,,1,9
C15H17O7N1,C19H23O9N1,Directed,2737,,1,9
C15H21O5N3,C19H27O7N3,Directed,2738,,1,9
C19H21O2N3,C23H27O4N3,Directed,2739,,1,9
C17H25O5N1,C21H31O7N1,Directed,2740,,1,9
C18H29O4N1,C22H35O6N1,Directed,2741,,1,9
C10H16O8N2S1,C14H22O10N2S1,Directed,2742,,1,9
C14H16O7N2,C18H22O9N2,Directed,2743,,1,9
C15H20O6N2,C19H26O8N2,Directed,2744,,1,9
C14H19O4N3S1,C18H25O6N3S1,Directed,2745,,1,9
C16H23O6N1,C20H29O8N1,Directed,2746,,1,9
C14H18O7N2,C18H24O9N2,Directed,2747,,1,9
C13H18O6N4,C17H24O8N4,Directed,2748,,1,9
C14H17O8N1,C18H23O10N1,Directed,2749,,1,9
C17H17O4N3,C21H23O6N3,Directed,2750,,1,9
C15H21O7N1,C19H27O9N1,Directed,2751,,1,9
C14H21O6N3,C18H27O8N3,Directed,2752,,1,9
C16H25O6N1,C20H31O8N1,Directed,2753,,1,9
C15H25O5N3,C19H31O7N3,Directed,2754,,1,9
C17H29O5N1,C21H35O7N1,Directed,2755,,1,9
C13H20O6N4,C17H26O8N4,Directed,2756,,1,9
C17H20O3N4,C21H26O5N4,Directed,2757,,1,9
C13H15O9N1,C17H21O11N1,Directed,2758,,1,9
C14H19O8N1,C18H25O10N1,Directed,2759,,1,9
C17H19O4N3,C21H25O6N3,Directed,2760,,1,9
C16H14O6N2,C20H20O8N2,Directed,2761,,1,9
C17H18O5N2,C21H24O7N2,Directed,2762,,1,9
C16H18O4N4,C20H24O6N4,Directed,2763,,1,9
C13H17O9N1,C17H23O11N1,Directed,2764,,1,9
C17H17O6N1,C21H23O8N1,Directed,2765,,1,9
C16H17O5N3,C20H23O7N3,Directed,2766,,1,9
C14H21O8N1,C18H27O10N1,Directed,2767,,1,9
C17H21O4N3,C21H27O6N3,Directed,2768,,1,9
C18H25O3N3,C22H31O5N3,Directed,2769,,1,9
C15H12O7N2,C19H18O9N2,Directed,2770,,1,9
C16H16O6N2,C20H22O8N2,Directed,2771,,1,9
C16H20O4N4,C20H26O6N4,Directed,2772,,1,9
C16H15O7N1,C20H21O9N1,Directed,2773,,1,9
C15H15O6N3,C19H21O8N3,Directed,2774,,1,9
C17H19O6N1,C21H25O8N1,Directed,2775,,1,9
C16H19O5N3,C20H25O7N3,Directed,2776,,1,9
C17H23O4N3,C21H29O6N3,Directed,2777,,1,9
C15H14O7N2,C19H20O9N2,Directed,2778,,1,9
C16H18O6N2,C20H24O8N2,Directed,2779,,1,9
C15H18O5N4,C19H24O7N4,Directed,2780,,1,9
C16H22O4N4,C20H28O6N4,Directed,2781,,1,9
C16H17O7N1,C20H23O9N1,Directed,2782,,1,9
C15H17O6N3,C19H23O8N3,Directed,2783,,1,9
C16H21O5N3,C20H27O7N3,Directed,2784,,1,9
C15H16O7N2,C19H22O9N2,Directed,2785,,1,9
C16H20O6N2,C20H26O8N2,Directed,2786,,1,9
C15H20O5N4,C19H26O7N4,Directed,2787,,1,9
C16H24O4N4,C20H30O6N4,Directed,2788,,1,9
C14H15O7N3,C18H21O9N3,Directed,2789,,1,9
C16H19O7N1,C20H25O9N1,Directed,2790,,1,9
C15H19O6N3,C19H25O8N3,Directed,2791,,1,9
C16H23O5N3,C20H29O7N3,Directed,2792,,1,9
C14H14O8N2,C18H20O10N2,Directed,2793,,1,9
C15H18O7N2,C19H24O9N2,Directed,2794,,1,9
C15H22O5N4,C19H28O7N4,Directed,2795,,1,9
C15H30O6S1,C19H36O8S1,Directed,2796,,1,9
C16H26O4N4,C20H32O6N4,Directed,2797,,1,9
C15H17O8N1,C19H23O10N1,Directed,2798,,1,9
C16H21O7N1,C20H27O9N1,Directed,2799,,1,9
C15H21O6N3,C19H27O8N3,Directed,2800,,1,9
C19H21O3N3,C23H27O5N3,Directed,2801,,1,9
C17H25O6N1,C21H31O8N1,Directed,2802,,1,9
C18H29O5N1,C22H35O7N1,Directed,2803,,1,9
C15H20O7N2,C19H26O9N2,Directed,2804,,1,9
C15H24O5N4,C19H30O7N4,Directed,2805,,1,9
C14H15O9N1,C18H21O11N1,Directed,2806,,1,9
C15H19O8N1,C19H25O10N1,Directed,2807,,1,9
C18H19O4N3,C22H25O6N3,Directed,2808,,1,9
C16H23O7N1,C20H29O9N1,Directed,2809,,1,9
C17H27O6N1,C21H33O8N1,Directed,2810,,1,9
C14H22O6N4,C18H28O8N4,Directed,2811,,1,9
C17H17O5N3,C21H23O7N3,Directed,2812,,1,9
C16H25O7N1,C20H31O9N1,Directed,2813,,1,9
C16H16O5N4,C20H22O7N4,Directed,2814,,1,9
C17H20O4N4,C21H26O6N4,Directed,2815,,1,9
C14H24O6N4,C18H30O8N4,Directed,2816,,1,9
C17H15O7N1,C21H21O9N1,Directed,2817,,1,9
C18H19O6N1,C22H25O8N1,Directed,2818,,1,9
C17H19O5N3,C21H25O7N3,Directed,2819,,1,9
C16H14O7N2,C20H20O9N2,Directed,2820,,1,9
C17H18O6N2,C21H24O8N2,Directed,2821,,1,9
C17H22O4N4,C21H28O6N4,Directed,2822,,1,9
C18H26O3N4,C22H32O5N4,Directed,2823,,1,9
C15H13O7N3,C19H19O9N3,Directed,2824,,1,9
C17H17O7N1,C21H23O9N1,Directed,2825,,1,9
C16H17O6N3,C20H23O8N3,Directed,2826,,1,9
C15H17O5N5,C19H23O7N5,Directed,2827,,1,9
C17H21O5N3,C21H27O7N3,Directed,2828,,1,9
C16H21O4N5,C20H27O6N5,Directed,2829,,1,9
C16H16O7N2,C20H22O9N2,Directed,2830,,1,9
C15H16O6N4,C19H22O8N4,Directed,2831,,1,9
C17H20O6N2,C21H26O8N2,Directed,2832,,1,9
C16H20O5N4,C20H26O7N4,Directed,2833,,1,9
C16H28O6S1,C20H34O8S1,Directed,2834,,1,9
C17H24O4N4,C21H30O6N4,Directed,2835,,1,9
C16H15O8N1,C20H21O10N1,Directed,2836,,1,9
C12H19O7N3S1,C16H25O9N3S1,Directed,2837,,1,9
C17H19O7N1,C21H25O9N1,Directed,2838,,1,9
C16H19O6N3,C20H25O8N3,Directed,2839,,1,9
